,NC,source,feature,start,end,score,strand,frame,descr
197,NC_000012.12,BestRefSeq,exon,9115764,9115919,.,-,.,"ID=exon-NM_000014.6-1;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
198,NC_000012.12,BestRefSeq,exon,9113360,9113543,.,-,.,"ID=exon-NM_000014.6-2;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
199,NC_000012.12,BestRefSeq,exon,9112377,9112536,.,-,.,"ID=exon-NM_000014.6-3;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
200,NC_000012.12,BestRefSeq,exon,9112159,9112211,.,-,.,"ID=exon-NM_000014.6-4;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
201,NC_000012.12,BestRefSeq,exon,9110314,9110334,.,-,.,"ID=exon-NM_000014.6-5;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
202,NC_000012.12,BestRefSeq,exon,9109867,9110035,.,-,.,"ID=exon-NM_000014.6-6;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
203,NC_000012.12,BestRefSeq,exon,9109321,9109405,.,-,.,"ID=exon-NM_000014.6-7;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
204,NC_000012.12,BestRefSeq,exon,9107524,9107644,.,-,.,"ID=exon-NM_000014.6-8;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
205,NC_000012.12,BestRefSeq,exon,9106491,9106605,.,-,.,"ID=exon-NM_000014.6-9;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
206,NC_000012.12,BestRefSeq,exon,9106236,9106345,.,-,.,"ID=exon-NM_000014.6-10;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
207,NC_000012.12,BestRefSeq,exon,9104239,9104400,.,-,.,"ID=exon-NM_000014.6-11;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
208,NC_000012.12,BestRefSeq,exon,9101447,9101674,.,-,.,"ID=exon-NM_000014.6-12;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
209,NC_000012.12,BestRefSeq,exon,9101144,9101207,.,-,.,"ID=exon-NM_000014.6-13;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
210,NC_000012.12,BestRefSeq,exon,9099381,9099523,.,-,.,"ID=exon-NM_000014.6-14;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
211,NC_000012.12,BestRefSeq,exon,9098607,9098756,.,-,.,"ID=exon-NM_000014.6-15;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
212,NC_000012.12,BestRefSeq,exon,9095539,9095700,.,-,.,"ID=exon-NM_000014.6-16;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
213,NC_000012.12,BestRefSeq,exon,9094973,9095084,.,-,.,"ID=exon-NM_000014.6-17;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
214,NC_000012.12,BestRefSeq,exon,9093465,9093579,.,-,.,"ID=exon-NM_000014.6-18;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
215,NC_000012.12,BestRefSeq,exon,9091201,9091429,.,-,.,"ID=exon-NM_000014.6-19;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
216,NC_000012.12,BestRefSeq,exon,9090356,9090482,.,-,.,"ID=exon-NM_000014.6-20;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
217,NC_000012.12,BestRefSeq,exon,9089902,9090023,.,-,.,"ID=exon-NM_000014.6-21;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
218,NC_000012.12,BestRefSeq,exon,9089200,9089251,.,-,.,"ID=exon-NM_000014.6-22;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
219,NC_000012.12,BestRefSeq,exon,9080094,9080177,.,-,.,"ID=exon-NM_000014.6-23;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
220,NC_000012.12,BestRefSeq,exon,9079639,9079815,.,-,.,"ID=exon-NM_000014.6-24;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
221,NC_000012.12,BestRefSeq,exon,9079244,9079331,.,-,.,"ID=exon-NM_000014.6-25;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
222,NC_000012.12,BestRefSeq,exon,9077701,9077857,.,-,.,"ID=exon-NM_000014.6-26;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
223,NC_000012.12,BestRefSeq,exon,9077346,9077420,.,-,.,"ID=exon-NM_000014.6-27;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
224,NC_000012.12,BestRefSeq,exon,9076756,9076936,.,-,.,"ID=exon-NM_000014.6-28;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
225,NC_000012.12,BestRefSeq,exon,9074560,9074783,.,-,.,"ID=exon-NM_000014.6-29;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
226,NC_000012.12,BestRefSeq,exon,9072653,9072871,.,-,.,"ID=exon-NM_000014.6-30;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
227,NC_000012.12,BestRefSeq,exon,9072359,9072486,.,-,.,"ID=exon-NM_000014.6-31;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
228,NC_000012.12,BestRefSeq,exon,9070488,9070578,.,-,.,"ID=exon-NM_000014.6-32;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
229,NC_000012.12,BestRefSeq,exon,9069745,9069813,.,-,.,"ID=exon-NM_000014.6-33;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
230,NC_000012.12,BestRefSeq,exon,9068740,9068842,.,-,.,"ID=exon-NM_000014.6-34;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
231,NC_000012.12,BestRefSeq,exon,9068183,9068224,.,-,.,"ID=exon-NM_000014.6-35;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
232,NC_000012.12,BestRefSeq,exon,9067708,9067839,.,-,.,"ID=exon-NM_000014.6-36;Parent=rna-NM_000014.6;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
233,NC_000012.12,BestRefSeq,CDS,9115764,9115849,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
234,NC_000012.12,BestRefSeq,CDS,9113360,9113543,.,-,1,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
235,NC_000012.12,BestRefSeq,CDS,9112377,9112536,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
236,NC_000012.12,BestRefSeq,CDS,9112159,9112211,.,-,2,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
237,NC_000012.12,BestRefSeq,CDS,9110314,9110334,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
238,NC_000012.12,BestRefSeq,CDS,9109867,9110035,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
239,NC_000012.12,BestRefSeq,CDS,9109321,9109405,.,-,2,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
240,NC_000012.12,BestRefSeq,CDS,9107524,9107644,.,-,1,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
241,NC_000012.12,BestRefSeq,CDS,9106491,9106605,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
242,NC_000012.12,BestRefSeq,CDS,9106236,9106345,.,-,2,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
243,NC_000012.12,BestRefSeq,CDS,9104239,9104400,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
244,NC_000012.12,BestRefSeq,CDS,9101447,9101674,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
245,NC_000012.12,BestRefSeq,CDS,9101144,9101207,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
246,NC_000012.12,BestRefSeq,CDS,9099381,9099523,.,-,2,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
247,NC_000012.12,BestRefSeq,CDS,9098607,9098756,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
248,NC_000012.12,BestRefSeq,CDS,9095539,9095700,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
249,NC_000012.12,BestRefSeq,CDS,9094973,9095084,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
250,NC_000012.12,BestRefSeq,CDS,9093465,9093579,.,-,2,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
251,NC_000012.12,BestRefSeq,CDS,9091201,9091429,.,-,1,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
252,NC_000012.12,BestRefSeq,CDS,9090356,9090482,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
253,NC_000012.12,BestRefSeq,CDS,9089902,9090023,.,-,2,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
254,NC_000012.12,BestRefSeq,CDS,9089200,9089251,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
255,NC_000012.12,BestRefSeq,CDS,9080094,9080177,.,-,2,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
256,NC_000012.12,BestRefSeq,CDS,9079639,9079815,.,-,2,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
257,NC_000012.12,BestRefSeq,CDS,9079244,9079331,.,-,2,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
258,NC_000012.12,BestRefSeq,CDS,9077701,9077857,.,-,1,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
259,NC_000012.12,BestRefSeq,CDS,9077346,9077420,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
260,NC_000012.12,BestRefSeq,CDS,9076756,9076936,.,-,0,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
261,NC_000012.12,BestRefSeq,CDS,9074560,9074783,.,-,2,"ID=cds-NP_000005.3;Parent=rna-NM_000014.6;Dbxref=CCDS:CCDS44827.1,Ensembl:ENSP00000323929.8,GeneID:2,Genbank:NP_000005.3,HGNC:HGNC:7,MIM:103950;Name=NP_000005.3;Note=isoform a precursor is encoded by transcript variant 1;gbkey=CDS;gene=A2M;product=alpha-2-macroglobulin isoform a precursor;protein_id=NP_000005.3;tag=MANE Select"
